510853204002003, 1
510853210011005, 1
510853212021006, 1
510853202003040, 1
510950804041011, 1
510950802052006, 1
510579508001006, 1
510579508003030, 1
510579506001029, 1
510579506001030, 1
510579508002025, 1
510853209012004, 1
510853211001029, 1
510853211001019, 1
510853203003032, 1
510579507001022, 1
511019502002033, 1
511019503002102, 1
510579507002007, 1
510579507002023, 1
510853211002000, 1
510853209022006, 1
510853204003019, 1
511199510003019, 1
516300004003003, 1
510853204001031, 1
510853206012006, 1
510853201003018, 1
511770202012017, 1
511199512001037, 1
510853207021014, 1
510853212013021, 1
511019501023007, 1
511019503001012, 1
511159514011014, 1
511159514021020, 1
511159513012019, 1
511159514021037, 1
511019503002001, 1
511019503002053, 1
510853210011009, 1
516300003022003, 1
516300001003001, 1
511790102163006, 1
511790101082002, 1
511790104061045, 1
511790105022019, 1
511790105023013, 1
511790105041030, 1
511790102111009, 1
510330306002047, 1
510330305023044, 1
510330305012020, 1
510330305023063, 1
511330202002023, 1
511330203011007, 1
511330201004028, 1
511330203013002, 1
511199510001015, 1
511199511003003, 1
511330201003010, 1
511330203012022, 1
510330301003001, 1
510330302021060, 1
511539011013020, 1
511539012362003, 1
511930104011022, 1
511330203011015, 1
511330201002035, 1
511330201002006, 1
516300001001010, 1
510731005001031, 1
510731003014005, 1
510731003022004, 1
510731003014017, 1
510619304042044, 1
510731002022009, 1
510731001012029, 1
510731001012031, 1
510330301003141, 1
511590402002002, 1
510330301002010, 1
510731003011032, 1
510731001022004, 1
510731001021002, 1
510731001012032, 1
510731001022007, 1
511790103061021, 1
511790101071011, 1
511790103072012, 1
511790104031015, 1
511790103043004, 1
511790101083022, 1
511790101054015, 1
511790103011028, 1
511790105022016, 1
511790102011061, 1
511790101031019, 1
511790102172002, 1
511790103081012, 1
510979505002026, 1
511539017032007, 1
511539801001044, 1
510330301003200, 1
510330305032007, 1
510330303002010, 1
510330305031009, 1
511539017042001, 1
511539014034007, 1
511539014091026, 1
510330305031063, 1
510619307041005, 1
510619307041025, 1
510619307061014, 1
510979504001019, 1
511277001002055, 1
511539014091019, 1
511539013052017, 1
511539014111010, 1
511539014151007, 1
511590401003001, 1
510990405002031, 1
511277002001019, 1
511277002004026, 1
511030302001010, 1
511590402001038, 1
510619307032018, 1
510619307043015, 1
511590401004035, 1
511590401002059, 1
511790104031001, 1
511790104032003, 1
511790102122010, 1
511790101082016, 1
511790104061006, 1
511790101033017, 1
511790101062001, 1
511790103061015, 1
511790102182005, 1
511790103051015, 1
511790103061010, 1
511790103071012, 1
510990401001007, 1
510990404003025, 1
510990401003018, 1
510950803042004, 1
510950802081000, 1
510950804024033, 1
510950803061053, 1
510950802053003, 1
510950802072006, 1
510950804024041, 1
510950802053017, 1
510950803071016, 1
510950804032011, 1
510950803042015, 1
510853201004044, 1
510853205002002, 1
510853212021016, 1
510853206021059, 1
510853206013019, 1
510853202003039, 1
510853205003002, 1
510853202002003, 1
510853206012013, 1
511770202043005, 1
511019501022032, 1
511019501022002, 1
510853208031010, 1
510853211001000, 1
